instance_name,variant,seed,n_iterations,xi_min,xi_max,cooling_rate,segment_size,total_cost,rider_cost,drone_cost,delay_cost,self_pickup_cost,drone_served_orders,drone_mode_ratio,on_time_rate,average_delay,feasible,cpu_time
RDL-n25-05,Full-ALNS,3,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.379923
RDL-n25-05,Full-ALNS,4,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.508693
RDL-n25-05,Full-ALNS,5,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.948317
RDL-n25-05,Full-ALNS,6,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,22.019984
RDL-n25-05,Full-ALNS,7,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.98054
RDL-n25-05,Full-ALNS,8,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.688014
RDL-n25-05,Full-ALNS,9,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.464661
RDL-n25-05,Full-ALNS,10,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.576228
RDL-n25-05,Generic-ALNS,1,10000,0.1,0.4,0.997,100,2086.621999,607.403782,83.091624,1389.430037,6.696556,6,0.24,0.72,5.55772,True,22.841691
RDL-n25-05,Generic-ALNS,2,10000,0.1,0.4,0.997,100,1995.169617,663.402161,40.656309,1288.691961,2.419187,3,0.12,0.56,5.154768,True,22.186029
RDL-n25-05,Generic-ALNS,3,10000,0.1,0.4,0.997,100,2265.911366,665.437686,40.656309,1557.398185,2.419187,3,0.12,0.44,6.229593,True,22.831453
RDL-n25-05,Generic-ALNS,4,10000,0.1,0.4,0.997,100,2216.850106,605.624381,83.091624,1521.437546,6.696556,6,0.24,0.6,6.08575,True,22.090729
RDL-n25-05,Generic-ALNS,5,10000,0.1,0.4,0.997,100,2656.671141,608.980333,54.801414,1988.996573,3.892822,4,0.16,0.6,7.955986,True,23.221222
RDL-n25-05,Generic-ALNS,6,10000,0.1,0.4,0.997,100,2078.842912,662.668459,40.656309,1373.098958,2.419187,3,0.12,0.52,5.492396,True,23.238297
RDL-n25-05,Generic-ALNS,7,10000,0.1,0.4,0.997,100,1512.25276,657.312208,54.801414,796.246317,3.892822,4,0.16,0.8,3.184985,True,21.399117
RDL-n25-05,Generic-ALNS,8,10000,0.1,0.4,0.997,100,2020.30636,611.47452,40.656309,1365.756345,2.419187,3,0.12,0.64,5.463025,True,20.789375
RDL-n25-05,Generic-ALNS,9,10000,0.1,0.4,0.997,100,2075.948959,663.058103,40.656309,1369.81536,2.419187,3,0.12,0.56,5.479261,True,22.482822
RDL-n25-05,Generic-ALNS,10,10000,0.1,0.4,0.997,100,3362.504243,597.689705,67.908797,2692.820101,4.08564,5,0.2,0.6,10.77128,True,24.179472
RDL-n25-05,No-Adaptive,1,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,18.121741
RDL-n25-05,No-Adaptive,2,10000,0.1,0.4,0.997,100,716.344712,657.650476,54.801414,0.0,3.892822,4,0.16,1.0,0.0,True,17.560446
RDL-n25-05,No-Adaptive,3,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,18.15798
RDL-n25-05,No-Adaptive,4,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,17.91773
RDL-n25-05,No-Adaptive,5,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,18.170589
RDL-n25-05,No-Adaptive,6,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,18.244244
RDL-n25-05,No-Adaptive,7,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,18.234065
RDL-n25-05,No-Adaptive,8,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,17.879695
RDL-n25-05,No-Adaptive,9,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,18.075937
RDL-n25-05,No-Adaptive,10,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,17.717887
RDL-n25-05,No-Restart,1,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.741378
RDL-n25-05,No-Restart,2,10000,0.1,0.4,0.997,100,766.639189,662.462753,96.199007,0.986679,6.990751,7,0.28,0.96,0.003947,True,20.683369
RDL-n25-05,No-Restart,3,10000,0.1,0.4,0.997,100,736.767151,660.094565,67.908797,4.67815,4.08564,5,0.2,0.92,0.018713,True,20.447294
RDL-n25-05,No-Restart,4,10000,0.1,0.4,0.997,100,741.201172,679.646799,54.801414,2.860138,3.892822,4,0.16,0.96,0.011441,True,18.776185
RDL-n25-05,No-Restart,5,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.402189
RDL-n25-05,No-Restart,6,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.535366
RDL-n25-05,No-Restart,7,10000,0.1,0.4,0.997,100,714.34417,655.649934,54.801414,0.0,3.892822,4,0.16,1.0,0.0,True,19.969963
RDL-n25-05,No-Restart,8,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.01811
RDL-n25-05,No-Restart,9,10000,0.1,0.4,0.997,100,716.344712,657.650476,54.801414,0.0,3.892822,4,0.16,1.0,0.0,True,20.14358
RDL-n25-05,No-Restart,10,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.893742
RDL-n25-05,No-Penalty,1,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.709502
RDL-n25-05,No-Penalty,2,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.079967
RDL-n25-05,No-Penalty,3,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.86722
RDL-n25-05,No-Penalty,4,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.001225
RDL-n25-05,No-Penalty,5,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.910054
RDL-n25-05,No-Penalty,6,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.435555
RDL-n25-05,No-Penalty,7,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.891754
RDL-n25-05,No-Penalty,8,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.765234
RDL-n25-05,No-Penalty,9,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.929053
RDL-n25-05,No-Penalty,10,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.569599
RDL-n25-05,No-DelayAware,1,10000,0.1,0.4,0.997,100,1657.436186,636.898765,40.656309,977.461927,2.419187,3,0.12,0.64,3.909848,True,17.697706
RDL-n25-05,No-DelayAware,2,10000,0.1,0.4,0.997,100,1456.243189,728.098918,13.40382,713.410789,1.329662,1,0.04,0.68,2.853643,True,16.725531
RDL-n25-05,No-DelayAware,3,10000,0.1,0.4,0.997,100,1605.649937,686.746416,0.0,918.903522,0.0,0,0.0,0.6,3.675614,True,17.980189
RDL-n25-05,No-DelayAware,4,10000,0.1,0.4,0.997,100,928.043661,649.548847,54.801414,219.800578,3.892822,4,0.16,0.88,0.879202,True,16.920018
RDL-n25-05,No-DelayAware,5,10000,0.1,0.4,0.997,100,1532.013496,665.076323,40.656309,823.861678,2.419187,3,0.12,0.64,3.295447,True,17.023732
RDL-n25-05,No-DelayAware,6,10000,0.1,0.4,0.997,100,1338.865981,680.212326,14.145105,643.034915,1.473635,1,0.04,0.64,2.57214,True,17.81102
RDL-n25-05,No-DelayAware,7,10000,0.1,0.4,0.997,100,1614.853629,709.87083,40.656309,861.907303,2.419187,3,0.12,0.64,3.902617,True,17.717481
RDL-n25-05,No-DelayAware,8,10000,0.1,0.4,0.997,100,1423.716042,734.339505,0.0,689.376537,0.0,0,0.0,0.72,2.757506,True,19.037621
RDL-n25-05,No-DelayAware,9,10000,0.1,0.4,0.997,100,839.035529,646.162721,54.801414,134.178573,3.892822,4,0.16,0.88,0.536714,True,17.825013
RDL-n25-05,No-DelayAware,10,10000,0.1,0.4,0.997,100,1574.653078,665.710113,40.656309,865.86747,2.419187,3,0.12,0.6,3.46347,True,17.186572
RDL-n25-05,No-ModeSwitch,1,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.955941
RDL-n25-05,No-ModeSwitch,2,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.643672
RDL-n25-05,No-ModeSwitch,3,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.097888
RDL-n25-05,No-ModeSwitch,4,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.588359
RDL-n25-05,No-ModeSwitch,5,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,22.287857
RDL-n25-05,No-ModeSwitch,6,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.681544
RDL-n25-05,No-ModeSwitch,7,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,22.865323
RDL-n25-05,No-ModeSwitch,8,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.206314
RDL-n25-05,No-ModeSwitch,9,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.578047
RDL-n25-05,No-ModeSwitch,10,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,21.310901
RDL-n25-05,No-TWRemoval,1,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,19.733868
RDL-n25-05,No-TWRemoval,2,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.428975
RDL-n25-05,No-TWRemoval,3,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.171894
RDL-n25-05,No-TWRemoval,4,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.096537
RDL-n25-05,No-TWRemoval,5,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.408707
RDL-n25-05,No-TWRemoval,6,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.671201
RDL-n25-05,No-TWRemoval,7,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.386048
RDL-n25-05,No-TWRemoval,8,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.915978
RDL-n25-05,No-TWRemoval,9,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.090329
RDL-n25-05,No-TWRemoval,10,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,20.407208
RDL-n25-05,Basic-LNS,1,10000,0.1,0.4,0.997,100,716.344712,657.650476,54.801414,0.0,3.892822,4,0.16,1.0,0.0,True,10.174116
RDL-n25-05,Basic-LNS,2,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,10.220429
RDL-n25-05,Basic-LNS,3,10000,0.1,0.4,0.997,100,718.116157,659.421922,54.801414,0.0,3.892822,4,0.16,1.0,0.0,True,9.970535
RDL-n25-05,Basic-LNS,4,10000,0.1,0.4,0.997,100,716.344712,657.650476,54.801414,0.0,3.892822,4,0.16,1.0,0.0,True,10.120308
RDL-n25-05,Basic-LNS,5,10000,0.1,0.4,0.997,100,716.344712,657.650476,54.801414,0.0,3.892822,4,0.16,1.0,0.0,True,10.110441
RDL-n25-05,Basic-LNS,6,10000,0.1,0.4,0.997,100,749.226962,731.650195,13.40382,2.843285,1.329662,1,0.04,0.96,0.011373,True,9.825773
RDL-n25-05,Basic-LNS,7,10000,0.1,0.4,0.997,100,728.227624,655.296392,68.650081,0.0,4.281151,5,0.2,1.0,0.0,True,10.432233
RDL-n25-05,Basic-LNS,8,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,10.279179
RDL-n25-05,Basic-LNS,9,10000,0.1,0.4,0.997,100,716.344712,657.650476,54.801414,0.0,3.892822,4,0.16,1.0,0.0,True,10.075133
RDL-n25-05,Basic-LNS,10,10000,0.1,0.4,0.997,100,712.051993,637.986765,68.946519,0.0,5.118709,5,0.2,1.0,0.0,True,10.258687
RDL-n25-06,Full-ALNS,1,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,20.021894
RDL-n25-06,Full-ALNS,2,10000,0.1,0.4,0.997,100,430.133129,419.099409,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.606437
RDL-n25-06,Full-ALNS,3,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.266076
RDL-n25-06,Full-ALNS,4,10000,0.1,0.4,0.997,100,433.83503,408.680503,23.48343,0.0,1.671098,3,0.12,1.0,0.0,True,20.274479
RDL-n25-06,Full-ALNS,5,10000,0.1,0.4,0.997,100,433.86335,427.316947,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,20.41754
RDL-n25-06,Full-ALNS,6,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.30299
RDL-n25-06,Full-ALNS,7,10000,0.1,0.4,0.997,100,431.799643,420.765923,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,19.668037
RDL-n25-06,Full-ALNS,8,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.478394
RDL-n25-06,Full-ALNS,9,10000,0.1,0.4,0.997,100,431.799643,420.765923,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.385085
RDL-n25-06,Full-ALNS,10,10000,0.1,0.4,0.997,100,432.091013,421.057293,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,19.868749
RDL-n25-06,Generic-ALNS,1,10000,0.1,0.4,0.997,100,607.717877,402.454267,12.724025,191.147056,1.39253,2,0.08,0.8,0.764588,True,22.817745
RDL-n25-06,Generic-ALNS,2,10000,0.1,0.4,0.997,100,584.692569,403.568917,12.724025,167.007097,1.39253,2,0.08,0.76,0.668028,True,22.298055
RDL-n25-06,Generic-ALNS,3,10000,0.1,0.4,0.997,100,606.528899,404.756272,12.724025,187.656073,1.39253,2,0.08,0.84,0.750624,True,22.836187
RDL-n25-06,Generic-ALNS,4,10000,0.1,0.4,0.997,100,607.717877,402.454267,12.724025,191.147056,1.39253,2,0.08,0.8,0.764588,True,22.784873
RDL-n25-06,Generic-ALNS,5,10000,0.1,0.4,0.997,100,1595.238769,387.57704,0.0,1207.661729,0.0,0,0.0,0.76,4.830647,True,23.96557
RDL-n25-06,Generic-ALNS,6,10000,0.1,0.4,0.997,100,607.717877,402.454267,12.724025,191.147056,1.39253,2,0.08,0.8,0.764588,True,22.581211
RDL-n25-06,Generic-ALNS,7,10000,0.1,0.4,0.997,100,616.365131,401.775284,12.724025,200.473293,1.39253,2,0.08,0.8,0.801893,True,22.402017
RDL-n25-06,Generic-ALNS,8,10000,0.1,0.4,0.997,100,607.717877,402.454267,12.724025,191.147056,1.39253,2,0.08,0.8,0.764588,True,21.956005
RDL-n25-06,Generic-ALNS,9,10000,0.1,0.4,0.997,100,586.088137,404.964485,12.724025,167.007097,1.39253,2,0.08,0.68,1.385695,True,23.258105
RDL-n25-06,Generic-ALNS,10,10000,0.1,0.4,0.997,100,1164.333194,400.281486,0.0,764.051708,0.0,0,0.0,0.76,3.056207,True,24.448366
RDL-n25-06,No-Adaptive,1,10000,0.1,0.4,0.997,100,435.229647,421.113093,12.724025,0.0,1.39253,2,0.08,1.0,0.0,True,17.746141
RDL-n25-06,No-Adaptive,2,10000,0.1,0.4,0.997,100,435.344406,410.189878,23.48343,0.0,1.671098,3,0.12,1.0,0.0,True,17.608987
RDL-n25-06,No-Adaptive,3,10000,0.1,0.4,0.997,100,432.584025,426.037622,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,17.488613
RDL-n25-06,No-Adaptive,4,10000,0.1,0.4,0.997,100,435.229647,421.113093,12.724025,0.0,1.39253,2,0.08,1.0,0.0,True,18.090742
RDL-n25-06,No-Adaptive,5,10000,0.1,0.4,0.997,100,431.799643,420.765923,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,17.842695
RDL-n25-06,No-Adaptive,6,10000,0.1,0.4,0.997,100,433.80017,427.253767,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,17.760127
RDL-n25-06,No-Adaptive,7,10000,0.1,0.4,0.997,100,433.83503,408.680503,23.48343,0.0,1.671098,3,0.12,1.0,0.0,True,18.010393
RDL-n25-06,No-Adaptive,8,10000,0.1,0.4,0.997,100,432.584025,426.037622,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,17.685717
RDL-n25-06,No-Adaptive,9,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,18.154101
RDL-n25-06,No-Adaptive,10,10000,0.1,0.4,0.997,100,433.86335,427.316947,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,17.939424
RDL-n25-06,No-Restart,1,10000,0.1,0.4,0.997,100,435.673164,417.375794,16.358581,0.0,1.93879,3,0.12,1.0,0.0,True,20.062928
RDL-n25-06,No-Restart,2,10000,0.1,0.4,0.997,100,434.786841,417.202465,17.121417,0.0,0.462959,2,0.08,1.0,0.0,True,18.058853
RDL-n25-06,No-Restart,3,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,18.706815
RDL-n25-06,No-Restart,4,10000,0.1,0.4,0.997,100,435.480208,417.182837,16.358581,0.0,1.93879,3,0.12,1.0,0.0,True,20.638185
RDL-n25-06,No-Restart,5,10000,0.1,0.4,0.997,100,435.379901,416.057512,9.996569,8.28867,1.037151,2,0.08,0.96,0.033155,True,18.11815
RDL-n25-06,No-Restart,6,10000,0.1,0.4,0.997,100,433.86335,427.316947,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,19.077739
RDL-n25-06,No-Restart,7,10000,0.1,0.4,0.997,100,435.480208,417.182837,16.358581,0.0,1.93879,3,0.12,1.0,0.0,True,19.751842
RDL-n25-06,No-Restart,8,10000,0.1,0.4,0.997,100,435.673164,417.375794,16.358581,0.0,1.93879,3,0.12,1.0,0.0,True,19.996377
RDL-n25-06,No-Restart,9,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,19.25315
RDL-n25-06,No-Restart,10,10000,0.1,0.4,0.997,100,433.83503,408.680503,23.48343,0.0,1.671098,3,0.12,1.0,0.0,True,20.463399
RDL-n25-06,No-Penalty,1,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,20.667727
RDL-n25-06,No-Penalty,2,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,19.969097
RDL-n25-06,No-Penalty,3,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,20.310272
RDL-n25-06,No-Penalty,4,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.138802
RDL-n25-06,No-Penalty,5,10000,0.1,0.4,0.997,100,432.584025,426.037622,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,20.297506
RDL-n25-06,No-Penalty,6,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,20.260552
RDL-n25-06,No-Penalty,7,10000,0.1,0.4,0.997,100,432.584025,426.037622,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,20.330826
RDL-n25-06,No-Penalty,8,10000,0.1,0.4,0.997,100,432.584025,426.037622,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,20.038942
RDL-n25-06,No-Penalty,9,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.201
RDL-n25-06,No-Penalty,10,10000,0.1,0.4,0.997,100,432.011523,420.977803,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.614195
RDL-n25-06,No-DelayAware,1,10000,0.1,0.4,0.997,100,607.717877,402.454267,12.724025,191.147056,1.39253,2,0.08,0.8,0.764588,True,20.093033
RDL-n25-06,No-DelayAware,2,10000,0.1,0.4,0.997,100,546.21551,444.928911,0.0,101.286599,0.0,0,0.0,0.84,0.405146,True,19.001238
RDL-n25-06,No-DelayAware,3,10000,0.1,0.4,0.997,100,577.888073,443.135278,0.0,134.752795,0.0,0,0.0,0.88,0.539011,True,19.752841
RDL-n25-06,No-DelayAware,4,10000,0.1,0.4,0.997,100,581.170537,426.087029,0.0,155.083508,0.0,0,0.0,0.76,0.620334,True,19.787428
RDL-n25-06,No-DelayAware,5,10000,0.1,0.4,0.997,100,587.576502,425.027478,6.362012,156.002621,0.184391,1,0.04,0.88,0.62401,True,19.781039
RDL-n25-06,No-DelayAware,6,10000,0.1,0.4,0.997,100,578.809523,444.056729,0.0,134.752795,0.0,0,0.0,0.88,0.539011,True,19.700924
RDL-n25-06,No-DelayAware,7,10000,0.1,0.4,0.997,100,604.195846,424.972379,0.0,179.223467,0.0,0,0.0,0.8,0.716894,True,19.681465
RDL-n25-06,No-DelayAware,8,10000,0.1,0.4,0.997,100,584.692569,403.568917,12.724025,167.007097,1.39253,2,0.08,0.76,0.668028,True,17.586694
RDL-n25-06,No-DelayAware,9,10000,0.1,0.4,0.997,100,577.888073,443.135278,0.0,134.752795,0.0,0,0.0,0.88,0.539011,True,19.652997
RDL-n25-06,No-DelayAware,10,10000,0.1,0.4,0.997,100,557.40996,443.771068,0.0,113.638892,0.0,0,0.0,0.88,0.454556,True,18.83174
RDL-n25-06,No-ModeSwitch,1,10000,0.1,0.4,0.997,100,432.53187,425.985467,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,20.911554
RDL-n25-06,No-ModeSwitch,2,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.916059
RDL-n25-06,No-ModeSwitch,3,10000,0.1,0.4,0.997,100,433.86335,427.316947,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,21.383676
RDL-n25-06,No-ModeSwitch,4,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,21.121383
RDL-n25-06,No-ModeSwitch,5,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,21.084757
RDL-n25-06,No-ModeSwitch,6,10000,0.1,0.4,0.997,100,433.83503,408.680503,23.48343,0.0,1.671098,3,0.12,1.0,0.0,True,21.041076
RDL-n25-06,No-ModeSwitch,7,10000,0.1,0.4,0.997,100,431.799643,420.765923,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,21.334733
RDL-n25-06,No-ModeSwitch,8,10000,0.1,0.4,0.997,100,435.229647,421.113093,12.724025,0.0,1.39253,2,0.08,1.0,0.0,True,21.370074
RDL-n25-06,No-ModeSwitch,9,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,21.572525
RDL-n25-06,No-ModeSwitch,10,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,21.224267
RDL-n25-06,No-TWRemoval,1,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,19.613821
RDL-n25-06,No-TWRemoval,2,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,19.896283
RDL-n25-06,No-TWRemoval,3,10000,0.1,0.4,0.997,100,433.83503,408.680503,23.48343,0.0,1.671098,3,0.12,1.0,0.0,True,19.292191
RDL-n25-06,No-TWRemoval,4,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,19.69122
RDL-n25-06,No-TWRemoval,5,10000,0.1,0.4,0.997,100,434.728569,428.182166,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,19.599213
RDL-n25-06,No-TWRemoval,6,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,19.810586
RDL-n25-06,No-TWRemoval,7,10000,0.1,0.4,0.997,100,433.86335,427.316947,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,19.506935
RDL-n25-06,No-TWRemoval,8,10000,0.1,0.4,0.997,100,435.229647,421.113093,12.724025,0.0,1.39253,2,0.08,1.0,0.0,True,19.761646
RDL-n25-06,No-TWRemoval,9,10000,0.1,0.4,0.997,100,432.521028,425.974625,6.362012,0.0,0.184391,1,0.04,1.0,0.0,True,19.624962
RDL-n25-06,No-TWRemoval,10,10000,0.1,0.4,0.997,100,430.939781,419.906062,9.996569,0.0,1.037151,2,0.08,1.0,0.0,True,20.273332
RDL-n25-06,Basic-LNS,1,10000,0.1,0.4,0.997,100,438.032152,408.696808,27.117986,0.0,2.217358,4,0.16,1.0,0.0,True,10.54371
RDL-n25-06,Basic-LNS,2,10000,0.1,0.4,0.997,100,435.388954,408.664435,22.720593,0.0,4.003926,4,0.16,1.0,0.0,True,10.390713
