parameter_name,parameter_value,runs,feasible_runs,feasible_rate,total_cost_mean,total_cost_std,total_cost_ci95_low,total_cost_ci95_high,rider_cost_mean,rider_cost_std,rider_cost_ci95_low,rider_cost_ci95_high,drone_cost_mean,drone_cost_std,drone_cost_ci95_low,drone_cost_ci95_high,delay_cost_mean,delay_cost_std,delay_cost_ci95_low,delay_cost_ci95_high,self_pickup_cost_mean,self_pickup_cost_std,self_pickup_cost_ci95_low,self_pickup_cost_ci95_high,drone_served_orders_mean,drone_served_orders_std,drone_served_orders_ci95_low,drone_served_orders_ci95_high,drone_mode_ratio_mean,drone_mode_ratio_std,drone_mode_ratio_ci95_low,drone_mode_ratio_ci95_high,on_time_rate_mean,on_time_rate_std,on_time_rate_ci95_low,on_time_rate_ci95_high,average_delay_mean,average_delay_std,average_delay_ci95_low,average_delay_ci95_high,max_delay_mean,max_delay_std,max_delay_ci95_low,max_delay_ci95_high,average_walking_distance_mean,average_walking_distance_std,average_walking_distance_ci95_low,average_walking_distance_ci95_high,drone_utilization_mean,drone_utilization_std,drone_utilization_ci95_low,drone_utilization_ci95_high,cpu_time_mean,cpu_time_std,cpu_time_ci95_low,cpu_time_ci95_high
self_pickup_compensation_cW,1.0,80,80,1.0,471.10291536249997,119.99187771065489,444.4000310340311,497.80579969096885,443.7134618624999,110.76006237634783,419.06501739877115,468.3619063262287,25.161733425,24.482008290236152,19.71352936339507,30.60993748660493,0.5860057624999999,2.0108552966951443,0.13851183696597702,1.0334996880340228,1.6417144125,1.3980899549475465,1.3305847338913992,1.952844091108601,2.5125,1.9026547076936637,2.089084936031473,2.9359150639685274,0.10049999999999999,0.07610618830774654,0.0835633974412589,0.11743660255874108,0.99,0.032138938881130834,0.9828478295051603,0.9971521704948397,0.00234405,0.008043487399242454,0.0005540595630023129,0.004134040436997687,0.0429246125,0.13226997834018783,0.013489370722518514,0.07235985427748148,0.553374725,0.38266216836181555,0.46821743090975754,0.6385320190902424,0.3140625,0.23783183846170797,0.2611356170039341,0.3669893829960659,20.1325943125,2.559325846834292,19.563044245022322,20.70214437997768
self_pickup_compensation_cW,2.0,80,80,1.0,473.02150058749993,120.53859497999163,446.1969502906171,499.84605088438275,441.88545186249996,108.71023576264874,417.6931739660701,466.0777297589298,27.64840385,23.577399478163237,22.401510618195942,32.89529708180406,0.3645089625,1.3220290541675612,0.07030580820452559,0.6587121167954744,3.1231359375,2.3898927794031257,2.5912913521545544,3.6549805228454453,2.675,1.6130402146807175,2.3160354843045923,3.0339645156954074,0.10699999999999998,0.0645216085872287,0.09264141937218369,0.12135858062781628,0.9934999999999998,0.024188081592785328,0.9881172061207575,0.9988827938792422,0.00145805,0.005288131353574553,0.0002812340142650592,0.002634865985734941,0.0265324,0.09497218685470267,0.005397375126748389,0.04766742487325161,0.5276562499999999,0.3365571628554786,0.4527591222850839,0.6025533777149159,0.334375,0.20163002683508968,0.28950443553807403,0.3792455644619259,20.1021474375,2.361945574436265,19.576522197961726,20.627772677038276
self_pickup_compensation_cW,4.0,80,80,1.0,477.25616802499997,120.42838354754409,450.45614408097094,504.056191969029,453.6644399625,108.2738996182045,429.56926391842654,477.7596160065735,19.339679962499996,20.693502213627102,14.734566628963655,23.944793296036337,0.3102954875,1.0990684452777568,0.06570978617368414,0.5548811888263159,3.9417527375,4.632193896204529,2.9109084823941767,4.972596992605823,1.7625,1.4861704248320815,1.43176897300184,2.09323102699816,0.07050000000000001,0.059446816993283254,0.05727075892007361,0.08372924107992641,0.9945,0.017710756225411416,0.9905586642706161,0.998441335729384,0.0013245750000000001,0.004435583111453058,0.00033748433174617966,0.0023116656682538204,0.028143487499999998,0.09332857598949901,0.00737423030746075,0.04891274469253924,0.38081375,0.3304098940648752,0.3072846299417965,0.4543428700582035,0.2203125,0.1857713031040102,0.17897112162523,0.26165387837477,20.017876475,2.2544523117536532,19.516172689265666,20.519580260734337
self_pickup_compensation_cW,6.0,80,80,1.0,478.67040532499993,121.37427715402838,451.6598830702278,505.68092757977206,458.12076026249997,108.25637142975283,434.02948492568805,482.2120355993119,15.343838424999998,19.304889844298508,11.047745636709863,19.639931213290133,0.2662832625,1.0015490009450077,0.04339945043049945,0.4891670745695006,4.9395235,6.7838249833278805,3.4298572018260836,6.449189798173917,1.425,1.4300128352083976,1.1067662323872034,1.7432337676127967,0.05700000000000001,0.0572005134083359,0.04427064929548814,0.06972935070451187,0.9949999999999999,0.017283928292352695,0.9911536501741794,0.9988463498258203,0.00106515,0.004006262847409247,0.00017359987640099168,0.0019567001235990082,0.0216580875,0.07987430538470085,0.0038829315627988206,0.03943324343720118,0.3413041124999999,0.3634970178580856,0.2604118137311313,0.42219641126886853,0.178125,0.1787516044010497,0.13834577904840042,0.2179042209515996,19.9916333625,2.1174943957616645,19.520408067963384,20.462858657036616
self_pickup_compensation_cW,8.0,80,80,1.0,479.7909121625,122.41410676571732,452.54898716304206,507.0328371619579,457.43577992499996,107.94338485599977,433.414156338246,481.4574035117539,15.613624962500001,19.05136703912912,11.373950910796284,19.85329901420372,0.435030525,1.414521856701068,0.12024410578367983,0.7498169442163202,6.3064768875,8.517829441904643,4.410926799807611,8.202026975192387,1.425,1.3758771655505968,1.1188135355255233,1.7311864644744768,0.05700000000000001,0.055035086622023874,0.04475254142102093,0.06924745857897908,0.9945,0.017710756225411413,0.9905586642706161,0.998441335729384,0.0017401375,0.005658137777346598,0.00048098061817040613,0.002999294381829594,0.037441999999999996,0.12641597147322403,0.009309503635033342,0.06557449636496665,0.3464556,0.3518467136567474,0.2681559494287867,0.42475525057121327,0.178125,0.1719846456938246,0.13985169194069041,0.2163983080593096,20.0025142875,2.0902253607657677,19.537357419436386,20.46767115556361
delay_penalty_cP,1.0,80,80,1.0,463.3518411125,122.88472647145933,436.005184827851,490.69849739714897,434.12888768749997,117.03913824495277,408.08310333870537,460.17467203629457,21.941591575,19.274702706731116,17.65221660509932,26.23096654490068,4.4303814625,5.291291986313427,3.2528621124037276,5.607900812596272,2.850980575,1.9862449867087877,2.40896340567141,3.2929977443285896,2.25,1.4186818628036737,1.9342878167746236,2.5657121832253766,0.09,0.05674727451214694,0.07737151267098494,0.10262848732901506,0.9235000000000001,0.05217060620597323,0.9118900003113254,0.9351099996886748,0.17770888750000005,0.2114503022242674,0.13065292780304616,0.22476484719695394,3.39004295,3.9945518165346727,2.501098988657782,4.278986911342218,0.553402275,0.4081069250287598,0.4625825276920336,0.6442220223079665,0.28125,0.1773352328504592,0.24178597709682795,0.3207140229031721,19.8796749625,2.6662489535979166,19.28633032320277,20.473019601797233
delay_penalty_cP,5.0,80,80,1.0,470.2712738,121.4818275360552,443.23681738013653,497.3057302198635,442.664467875,111.9915642801404,417.7419660874367,467.5869696625633,22.796769925,22.755504763098827,17.732780402390887,27.860759447609112,1.7237179375,2.3858486578205853,1.1927733273269512,2.254662547673049,3.0863182250000003,2.381322489290501,2.5563808642926316,3.616255585707369,2.4125,1.6280278509731656,2.0502001492310016,2.7747998507689986,0.0965,0.06512111403892662,0.08200800596924006,0.11099199403075995,0.9719999999999999,0.044732679980388476,0.9620452297104717,0.981954770289528,0.016481562499999998,0.023930944579708024,0.011155991659914719,0.02180713334008528,0.35706957500000003,0.5086365305954456,0.24387805986698985,0.4702610901330102,0.5875173124999999,0.4060626280447045,0.49715250120053484,0.677882123799465,0.3015625,0.2035034813716457,0.2562750186538752,0.3468499813461248,20.18131715,2.614296168266395,19.599534036730343,20.76310026326966
delay_penalty_cP,10.0,80,80,1.0,473.02150058749993,120.53859497999163,446.1969502906171,499.84605088438275,441.88545186249996,108.71023576264874,417.6931739660701,466.0777297589298,27.64840385,23.577399478163237,22.401510618195942,32.89529708180406,0.3645089625,1.3220290541675612,0.07030580820452559,0.6587121167954744,3.1231359375,2.3898927794031257,2.5912913521545544,3.6549805228454453,2.675,1.6130402146807175,2.3160354843045923,3.0339645156954074,0.10699999999999998,0.0645216085872287,0.09264141937218369,0.12135858062781628,0.9934999999999998,0.024188081592785328,0.9881172061207575,0.9988827938792422,0.00145805,0.005288131353574553,0.0002812340142650592,0.002634865985734941,0.0265324,0.09497218685470267,0.005397375126748389,0.04766742487325161,0.5276562499999999,0.3365571628554786,0.4527591222850839,0.6025533777149159,0.334375,0.20163002683508968,0.28950443553807403,0.3792455644619259,20.3019095125,2.759322629563525,19.687852341231824,20.915966683768175
delay_penalty_cP,20.0,80,80,1.0,474.7309440250001,119.66615789242475,448.1005450913399,501.3613429586603,446.1197155625,108.17657682691049,422.04619764469334,470.1932334803067,25.7695492375,24.308040270027384,20.36005986233151,31.179038612668492,0.0,0.0,0.0,0.0,2.8416792625,2.4171378734961495,2.3037715784685036,3.3795869465314965,2.3875,1.7099392986487243,2.0069716494842753,2.768028350515725,0.0955,0.06839757194594898,0.080278865979371,0.110721134020629,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4894253375,0.3276679469938093,0.41650640787193555,0.5623442671280644,0.2984375,0.21374241233109054,0.2508714561855344,0.34600354381446563,20.29240845,2.7880050192020405,19.671968325590377,20.912848574409622
delay_penalty_cP,30.0,80,80,1.0,474.98371613750004,119.69430427387111,448.3470535334784,501.6203787415217,450.9639102125,106.09147110978172,427.35440984187585,474.5734105831242,21.366042762499998,23.119701012808772,16.221005334695853,26.511080190304142,0.0,0.0,0.0,0.0,2.6537632,2.2723892996007162,2.148067733155079,3.1594586668449214,2.0625,1.6174972854241303,1.7025436117980872,2.422456388201913,0.08249999999999999,0.06469989141696521,0.06810174447192348,0.0968982555280765,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523116575,0.3965730749769553,0.43486356028820067,0.6113695897117993,0.2578125,0.2021871606780163,0.2128179514747609,0.3028070485252391,20.328008349999998,2.745877334240571,19.71694328263603,20.939073417363964
delay_penalty_cP,50.0,80,80,1.0,475.73442925,119.36342595731311,449.17140000835604,502.29745849164397,450.9710708999999,108.74206468177813,426.77170982459137,475.17043197540846,21.8925458875,22.499987860209643,16.885418866186775,26.899672908813223,0.0,0.0,0.0,0.0,2.8708126125,2.4711027726803203,2.320895628437486,3.4207295965625137,2.15,1.6389252421532496,1.785275053618567,2.514724946381433,0.086,0.06555700968613,0.07141100214474268,0.10058899785525731,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5594045000000001,0.41733637009503655,0.4665308403046049,0.6522781596953953,0.26875,0.2048656552691562,0.22315938170232089,0.3143406182976791,20.2918008125,2.691755234930396,19.69278002834142,20.89082159665858
drone_cost_cD,0.4,80,80,1.0,445.81411604999994,115.11398385375402,420.1967538244643,471.4314782755356,418.492972275,113.46256356570046,393.24311563209983,443.74282891790017,21.0559567625,8.52974357193997,19.15775531504662,22.954158209953377,0.6264151,1.749670109127646,0.23704509072589447,1.0157851092741055,5.638771725,2.5839503524822542,5.0637417422271485,6.213801707772851,5.125,1.6177418235290009,4.764989192508608,5.485010807491392,0.205,0.06470967294116003,0.1905995677003443,0.21940043229965567,0.9855,0.03724363848491359,0.9772118342557145,0.9937881657442856,0.0058083,0.018711314556719587,0.0016443009212747575,0.009972299078725242,0.118368375,0.4292162532767084,0.02285097680756372,0.2138857731924363,0.5481804625,0.14285129861626392,0.5163904632442174,0.5799704617557825,0.640625,0.2022177279411251,0.595623649063576,0.685626350936424,20.772101624999998,2.869608456746331,20.133501545140682,21.410701704859314
drone_cost_cD,0.8,80,80,1.0,466.6763354000001,117.67285771648444,440.48952369112186,492.8631471088783,432.37961272499996,111.50601351674982,407.5651649667409,457.194060483259,29.791832762499997,18.819140019773734,25.603838302399513,33.97982722260048,0.5821741625,1.689302163704564,0.20623838139646283,0.9581099436035372,3.9227157625,2.2508413129222427,3.421815565191357,4.423615959808644,3.4125,1.5726600057453253,3.062521659610235,3.762478340389765,0.1365,0.062906400229813,0.12250086638440942,0.15049913361559059,0.9884999999999999,0.0337938650712773,0.9809795437222325,0.9960204562777674,0.0024120625,0.006769221506655761,0.0009056460463639732,0.003918478953636027,0.042143375,0.11107554585573161,0.01742472312708438,0.06686202687291562,0.5467190125,0.27427679097700813,0.48568170261554655,0.6077563223844534,0.4265625,0.19658250071816566,0.3828152074512794,0.47030979254872063,20.4237488625,2.8971907697043124,19.779010639572327,21.06848708542767
drone_cost_cD,1.0,80,80,1.0,473.02150058749993,120.53859497999163,446.1969502906171,499.84605088438275,441.88545186249996,108.71023576264874,417.6931739660701,466.0777297589298,27.64840385,23.577399478163237,22.401510618195942,32.89529708180406,0.3645089625,1.3220290541675612,0.07030580820452559,0.6587121167954744,3.1231359375,2.3898927794031257,2.5912913521545544,3.6549805228454453,2.675,1.6130402146807175,2.3160354843045923,3.0339645156954074,0.10699999999999998,0.0645216085872287,0.09264141937218369,0.12135858062781628,0.9934999999999998,0.024188081592785328,0.9881172061207575,0.9988827938792422,0.00145805,0.005288131353574553,0.0002812340142650592,0.002634865985734941,0.0265324,0.09497218685470267,0.005397375126748389,0.04766742487325161,0.5276562499999999,0.3365571628554786,0.4527591222850839,0.6025533777149159,0.334375,0.20163002683508968,0.28950443553807403,0.3792455644619259,20.3554143125,2.8594735839889123,19.719069638090524,20.991758986909474
drone_cost_cD,2.0,80,80,1.0,487.23295281249995,132.83094838377497,457.6728732670675,516.7930323579324,466.0705939874999,112.91023979422225,440.94365097894763,491.1975369960521,19.469651662500002,32.172522550314085,12.31000748818596,26.629295836814045,0.582248475,1.6864326566915655,0.20695127140112196,0.9575456785988781,1.1104588125,1.8151590433375746,0.706514954825761,1.5144026701742388,0.9,1.1648871298612822,0.6407670679225832,1.1592329320774168,0.036,0.04659548519445128,0.025630682716903323,0.04636931728309667,0.9914999999999999,0.023551720622999022,0.9862588213174822,0.9967411786825177,0.0023290125,0.006745787186977785,0.0008278110987459876,0.0038302139012540122,0.0459338625,0.12136042447281305,0.01892642300842141,0.07294130199157858,0.29447531250000003,0.38417523446932306,0.2089813020417754,0.37996932295822466,0.1125,0.14561089123266027,0.0800958834903229,0.1449041165096771,20.26403075,2.6334660204277713,19.677981595106314,20.850079904893686
drone_cost_cD,3.0,80,80,1.0,488.9235673375,135.31163469184975,458.8114380966751,519.035696578325,481.79325245,123.51431855410787,454.3064873106698,509.2800175893302,5.7874303375,13.65381422869321,2.7489228239300023,8.825937851069998,1.150445075,1.7252243859126604,0.7665151949395533,1.5343749550604464,0.1924396125,0.4581659979299275,0.09047976422208617,0.2943994607779138,0.1625,0.3712363878934856,0.07988538879821115,0.24511461120178885,0.006500000000000001,0.014849455515739428,0.003195415551928446,0.009804584448071555,0.982,0.027668928787597913,0.9758425815229803,0.9881574184770197,0.0062335624999999995,0.015666010038541716,0.0027472627443069072,0.009719862255693091,0.1409273125,0.38234411720448347,0.05584079722768105,0.226013827772319,0.0962197875,0.22908297795067997,0.04523986803754287,0.14719970696245713,0.0203125,0.0464045484866857,0.009985673599776394,0.030639326400223606,20.475107375,2.693339276557856,19.87573407964519,21.07448067035481
drone_cost_cD,4.0,80,80,1.0,490.1147652875,138.98193427520212,459.1858508850876,521.0436796899124,482.3022627,123.59453818143241,454.7976455570994,509.8068798429007,6.701910125,17.843459824155342,2.731042656344725,10.672777593655276,0.9443847125,1.6240283993676614,0.5829748960869652,1.3057945289130348,0.16620775,0.4425188124390514,0.06773001227990653,0.2646854877200934,0.125,0.33280548924392167,0.05093776634957346,0.19906223365042652,0.005,0.013312219569756869,0.002037510653982938,0.007962489346017062,0.9850000000000001,0.026529181449008756,0.9790962198685642,0.990903780131436,0.0037775624999999992,0.006496172044870012,0.002331910227516278,0.0052232147724837205,0.081184425,0.1354528115269346,0.051040878393524544,0.11132797160647546,0.083103875,0.2212594062195257,0.03386500613995327,0.1323427438600467,0.015625,0.04160068615549021,0.006367220793696683,0.024882779206303315,20.7522829125,2.7392053157559584,20.14270263011674,21.36186319488326
