instance_name,runs,total_cost_mean,total_cost_std,total_cost_ci95_low,total_cost_ci95_high,rider_cost_mean,rider_cost_std,rider_cost_ci95_low,rider_cost_ci95_high,drone_cost_mean,drone_cost_std,drone_cost_ci95_low,drone_cost_ci95_high,delay_cost_mean,delay_cost_std,delay_cost_ci95_low,delay_cost_ci95_high,self_pickup_cost_mean,self_pickup_cost_std,self_pickup_cost_ci95_low,self_pickup_cost_ci95_high,drone_served_orders_mean,drone_served_orders_std,drone_served_orders_ci95_low,drone_served_orders_ci95_high,drone_mode_ratio_mean,drone_mode_ratio_std,drone_mode_ratio_ci95_low,drone_mode_ratio_ci95_high,on_time_rate_mean,on_time_rate_std,on_time_rate_ci95_low,on_time_rate_ci95_high,average_delay_mean,average_delay_std,average_delay_ci95_low,average_delay_ci95_high,max_delay_mean,max_delay_std,max_delay_ci95_low,max_delay_ci95_high,average_walking_distance_mean,average_walking_distance_std,average_walking_distance_ci95_low,average_walking_distance_ci95_high,drone_utilization_mean,drone_utilization_std,drone_utilization_ci95_low,drone_utilization_ci95_high,active_drones_mean,active_drones_std,active_drones_ci95_low,active_drones_ci95_high,feasible_mean,feasible_std,feasible_ci95_low,feasible_ci95_high,cpu_time_mean,cpu_time_std,cpu_time_ci95_low,cpu_time_ci95_high,best_total_cost
SZTP-n25-01,10,69.35081890000001,0.6148281047925217,68.96974449259672,69.7318933074033,65.38167539999999,1.124514183491324,64.68469428812456,66.07865651187542,3.7063598,0.8330151923449604,3.1900516346666667,4.222667965333334,0.0,0.0,0.0,0.0,0.2627834,0.0905178790187024,0.20667983733333334,0.31888696266666666,2.2,0.42163702135578385,1.9386666666666668,2.4613333333333336,0.088,0.01686548085423135,0.07754666666666667,0.09845333333333332,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058453799999999986,0.007361360755850632,0.053891181333333316,0.06301641866666666,0.275,0.05270462766947298,0.24233333333333335,0.3076666666666667,2.2,0.42163702135578385,1.9386666666666668,2.4613333333333336,1.0,0.0,1.0,1.0,22.047950899999996,0.36750782699645385,21.820167188915406,22.275734611084587,68.796278
