instance_name,parameter_name,parameter_value,seed,n_iterations,xi_min,xi_max,cooling_rate,segment_size,total_cost,rider_cost,drone_cost,delay_cost,self_pickup_cost,drone_served_orders,drone_mode_ratio,on_time_rate,average_delay,max_delay,average_walking_distance,drone_utilization,feasible,cpu_time,incumbent_inherited,initial_incumbent_cost
RDL-n25-01,number_of_drones,4,7,10000,0.1,0.4,0.997,100,256.667319,250.252008,5.464943,0.0,0.950368,1,0.04,1.0,0.0,0.0,0.475184,0.25,True,22.415515,True,256.6934480372645
RDL-n25-01,number_of_drones,6,7,10000,0.1,0.4,0.997,100,254.312368,228.885323,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.666667,True,24.662544,True,256.66731935784134
RDL-n25-01,number_of_drones,8,7,10000,0.1,0.4,0.997,100,254.312368,228.885323,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.5,True,25.289773,True,254.3123675913816
RDL-n25-01,number_of_drones,10,7,10000,0.1,0.4,0.997,100,254.312368,228.885323,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.4,True,25.297101,True,254.3123675913816
RDL-n25-01,number_of_drones,12,7,10000,0.1,0.4,0.997,100,254.312368,228.885323,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.333333,True,24.554885,True,254.3123675913816
RDL-n25-01,number_of_drones,0,8,10000,0.1,0.4,0.997,100,262.402252,262.402252,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,True,17.117647,False,
RDL-n25-01,number_of_drones,2,8,10000,0.1,0.4,0.997,100,256.924805,250.509494,5.464943,0.0,0.950368,1,0.04,1.0,0.0,0.0,0.475184,0.5,True,20.167877,True,262.4022523718983
RDL-n25-01,number_of_drones,4,8,10000,0.1,0.4,0.997,100,254.609666,229.182622,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,1.0,True,22.843964,True,256.9248051845044
RDL-n25-01,number_of_drones,6,8,10000,0.1,0.4,0.997,100,254.609666,229.182622,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.666667,True,24.379035,True,254.6096664980868
RDL-n25-01,number_of_drones,8,8,10000,0.1,0.4,0.997,100,254.609666,229.182622,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.5,True,24.355777,True,254.6096664980868
RDL-n25-01,number_of_drones,10,8,10000,0.1,0.4,0.997,100,254.609666,229.182622,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.4,True,24.616693,True,254.6096664980868
RDL-n25-01,number_of_drones,12,8,10000,0.1,0.4,0.997,100,254.609666,229.182622,21.203031,0.0,4.224014,4,0.16,1.0,0.0,0.0,0.528002,0.333333,True,24.872986,True,254.6096664980868
RDL-n25-01,number_of_drones,0,9,10000,0.1,0.4,0.997,100,263.516014,263.516014,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,True,17.103238,False,
RDL-n25-01,number_of_drones,2,9,10000,0.1,0.4,0.997,100,256.667319,250.252008,5.464943,0.0,0.950368,1,0.04,1.0,0.0,0.0,0.475184,0.5,True,19.719616,True,263.51601366757666
RDL-n25-01,number_of_drones,4,9,10000,0.1,0.4,0.997,100,256.667319,250.252008,5.464943,0.0,0.950368,1,0.04,1.0,0.0,0.0,0.475184,0.25,True,22.554856,True,256.6673193578412
RDL-n25-01,number_of_drones,6,9,10000,0.1,0.4,0.997,100,255.183032,229.628835,21.161178,0.0,4.393019,3,0.12,1.0,0.0,0.0,0.73217,0.5,True,24.071521,True,256.6673193578412
RDL-n25-01,number_of_drones,8,9,10000,0.1,0.4,0.997,100,255.183032,229.628835,21.161178,0.0,4.393019,3,0.12,1.0,0.0,0.0,0.73217,0.375,True,23.742255,True,255.18303210378443
RDL-n25-01,number_of_drones,10,9,10000,0.1,0.4,0.997,100,252.590388,226.720873,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.4,True,25.008714,True,255.18303210378443
RDL-n25-01,number_of_drones,12,9,10000,0.1,0.4,0.997,100,252.187782,226.318267,21.203031,0.0,4.666484,4,0.16,1.0,0.0,0.0,0.583311,0.333333,True,24.750923,True,252.59038786300675
RDL-n25-01,number_of_drones,0,10,10000,0.1,0.4,0.997,100,262.213712,262.213712,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,True,17.121776,False,
RDL-n25-01,number_of_drones,2,10,10000,0.1,0.4,0.997,100,253.896008,242.124593,9.221111,0.0,2.550303,2,0.08,1.0,0.0,0.0,0.637576,1.0,True,19.604116,True,262.21371228480723
